,词语,词性种类,词义数,词义序号,情感分类,强度,极性,辅助情感分类,强度.1,极性.1,Unnamed: 10,Unnamed: 11
23381,没世不忘,idiom,1.0,1.0,PG,9,1,,,,,
23382,没毛大蟲,idiom,1.0,1.0,PH,5,0,,,,,
23383,没精没彩,idiom,1.0,1.0,NE,7,2,,,,,
23384,门不夜关,idiom,1.0,1.0,PE,7,1,,,,,
23385,门闾之望,idiom,1.0,1.0,PF,7,1,,,,,
23386,猛虎添翼,idiom,1.0,1.0,PA,7,1,,,,,
23387,迷而知返,idiom,1.0,1.0,PH,5,1,,,,,
23388,迷离徜仿,idiom,1.0,1.0,NL,5,2,,,,,
23389,靡然成风,idiom,1.0,1.0,PH,1,1,,,,,
23390,靡靡之乐,idiom,1.0,1.0,NN,3,2,,,,,
23391,花着,noun,2.0,2.0,NN,5,2,,,,,
23392,还愿,verb,2.0,2.0,PE,3,1,,,,,
23393,灰不溜丢,adj,1.0,1.0,ND,5,2,,,,,
23394,回想,verb,1.0,1.0,PF,3,0,,,,,
23395,减师半德,idiom,1.0,1.0,NN,5,2,,,,,
23396,见事生风,idiom,1.0,1.0,NN,5,2,,,,,
23397,见财起意,idiom,1.0,1.0,NN,5,2,,,,,
23398,见精识精,idiom,1.0,1.0,PH,5,1,,,,,
23399,见羹见墙,idiom,1.0,1.0,PF,5,0,,,,,
23400,剑气箫心,idiom,1.0,1.0,PH,5,1,,,,,
23401,践规踏矩,idiom,1.0,1.0,NN,5,2,,,,,
23402,江郎才掩,idiom,1.0,1.0,NN,5,2,,,,,
23404,降心顺俗,idiom,1.0,1.0,NN,5,2,,,,,
23405,交詈聚唾,idiom,1.0,1.0,,5,2,,,,,
23406,骄侈淫虐,idiom,1.0,1.0,NN,5,2,,,,,
23408,挢揉造作,idiom,1.0,1.0,NN,5,2,,,,,
23409,揭箧探囊,idiom,1.0,1.0,NN,5,2,,,,,
23410,诘屈聱牙,idiom,1.0,1.0,NN,5,2,,,,,
23411,洁清自矢,idiom,1.0,1.0,PH,5,1,,,,,
23412,桀骜自恃,idiom,1.0,1.0,NN,5,2,,,,,
23413,截铁斩钉,idiom,1.0,1.0,PH,5,1,,,,,
23414,解衣盘礴,idiom,1.0,1.0,PH,5,1,,,,,
23415,借客报仇,idiom,1.0,1.0,PH,5,1,,,,,
23416,金口木舌,idiom,1.0,1.0,PD,5,1,,,,,
23417,金石之交,idiom,1.0,1.0,PH,5,1,,,,,
23418,金昭玉粹,idiom,1.0,1.0,PH,5,1,,,,,
23419,金淘沙拣,idiom,1.0,1.0,PH,5,1,,,,,
23420,金尽裘敝,idiom,1.0,1.0,NB,5,2,,,,,
23421,金声玉润,idiom,1.0,1.0,PH,5,1,,,,,
23422,谨身节用,idiom,1.0,1.0,PH,5,1,,,,,
23423,锦绣心肠,idiom,1.0,1.0,PH,5,1,,,,,
23424,锦囊妙计,idiom,1.0,1.0,PH,5,1,,,,,
23425,进退亡据,idiom,1.0,1.0,NI,5,2,,,,,
23426,进退有度,idiom,1.0,1.0,PH,3,1,,,,,
23427,进退惟谷,idiom,1.0,1.0,NE,5,2,,,,,
23428,进退无据,idiom,1.0,1.0,NE,5,2,,,,,
23429,进退双难,idiom,1.0,1.0,NE,5,2,,,,,
23430,进道若退,idiom,1.0,1.0,NN,5,2,,,,,
23431,进贤退奸,idiom,1.0,1.0,PH,5,1,,,,,
23432,进贤黜恶,idiom,1.0,1.0,PH,5,1,,,,,
23433,荆天棘地,idiom,1.0,1.0,NE,5,2,,,,,
23434,惊心吊胆,idiom,1.0,1.0,NC,5,2,,,,,
23435,惊心夺目,idiom,1.0,1.0,NC,5,2,,,,,
23436,惊世骇目,idiom,1.0,1.0,PC,5,0,,,,,
23437,惊神破胆,idiom,1.0,1.0,NC,9,2,,,,,
23438,惊魂动魄,idiom,1.0,1.0,NC,5,2,,,,,
23439,鲸吞虎噬,idiom,1.0,1.0,ND,5,2,,,,,
23440,井然有条,idiom,1.0,1.0,PH,5,1,,,,,
23441,径行直遂,idiom,1.0,1.0,NN,5,1,,,,,
23442,敬老慈少,idiom,1.0,1.0,PH,5,1,,,,,
23443,静言令色,idiom,1.0,1.0,NN,5,2,,,,,
23444,迥不犹人,idiom,1.0,1.0,PH,5,1,,,,,
23445,九烈三贞,idiom,1.0,1.0,PH,5,1,,,,,
23446,酒地花天,idiom,1.0,1.0,NN,5,2,,,,,
23447,酒龙诗虎,idiom,1.0,1.0,PH,5,1,,,,,
23448,救时厉俗,idiom,1.0,1.0,PH,5,1,,,,,
23449,拘挛补衲,idiom,1.0,1.0,NN,5,2,,,,,
23451,忘义,adj,1.0,1.0,NN,5,2,,,,,
23454,巧言偏辞,adj,1.0,1.0,ND,5,2,,,,,
23455,寻花问柳,adj,1.0,1.0,NN,7,2,,,,,
23457,欺天诳地,adj,1.0,1.0,NN,9,2,,,,,
23458,韬晦之计,adj,1.0,1.0,PE,3,2,,,,,
23459,咬人狗儿不露齿,adj,1.0,1.0,NN,9,2,,,,,
23461,失德,adj,1.0,1.0,NN,9,2,,,,,
23462,轻世做物,adj,1.0,1.0,NN,9,2,,,,,
23463,蛇欲吞象,adj,1.0,1.0,NN,9,2,,,,,
23464,损人利已,adj,1.0,1.0,NN,9,2,,,,,
23465,争多论少,adj,1.0,1.0,NN,3,2,,,,,
23466,为德不卒,adj,1.0,1.0,ND,9,2,,,,,
23468,心为形役,adj,1.0,1.0,NJ,5,2,,,,,
23469,东藏西躲,idiom,1.0,1.0,NI,5,0,,,,,
23470,洞心骇目,idiom,1.0,1.0,PC,5,0,,,,,
23471,斗霜傲雪,idiom,1.0,1.0,PH,7,1,,,,,
23472,独占鼇头,idiom,1.0,1.0,PH,5,1,,,,,
23474,杜渐防萌,idiom,1.0,1.0,PH,5,0,,,,,
23475,断烂朝报,idiom,1.0,1.0,NE,5,0,,,,,
23477,遁世无闷,idiom,1.0,1.0,PE,5,0,,,,,
23478,多言多语,idiom,1.0,1.0,NN,5,2,,,,,
23479,掇臀捧屁,idiom,1.0,1.0,NN,5,2,,,,,
23480,讹以滋讹,idiom,1.0,1.0,NN,5,2,,,,,
23481,恶直丑正,idiom,1.0,1.0,ND,5,2,,,,,
23482,二心两意,idiom,1.0,1.0,NN,5,2,,,,,
23483,伐罪吊人,idiom,1.0,1.0,PH,5,1,,,,,
23485,饭蔬饮水,idiom,1.0,1.0,PE,5,1,,,,,
23486,方头不劣,idiom,1.0,1.0,NN,5,2,,,,,
23487,放饭流歠,idiom,1.0,1.0,ND,9,2,,,,,
23488,飞黄腾踏,idiom,1.0,1.0,PA,5,0,,,,,
23489,飞声腾实,idiom,1.0,1.0,PH,5,1,,,,,
23490,悱恻缠绵,idiom,1.0,1.0,NB,5,0,,,,,
23491,分花拂柳,idiom,1.0,1.0,PH,7,1,,,,,
23492,分情破爱,idiom,1.0,1.0,ND,5,2,,,,,
23493,焚林竭泽,idiom,1.0,1.0,NN,5,2,,,,,
23494,奋不顾命,idiom,1.0,1.0,PH,7,1,,,,,
23495,愤不欲生,idiom,1.0,1.0,,9,0,,,,,
23496,丰墙峭阯,idiom,1.0,1.0,NN,5,2,,,,,
23497,赫然,adj,2.0,2.0,,7,0,,,,,
23498,横生,verb,1.0,1.0,PC,3,0,,,,,
23499,洪灾,noun,1.0,1.0,ND,5,2,,,,,
23500,忽而,adj,1.0,1.0,PC,5,0,,,,,
23501,虎彪彪,adj,1.0,1.0,PH,5,1,,,,,
23502,嫡传,noun,1.0,1.0,PD,5,1,,,,,
23503,抵命,noun,1.0,1.0,,9,2,,,,,
23505,种族歧视,noun,1.0,1.0,,9,2,,,,,
23506,重要,adj,1.0,1.0,PD,7,1,,,,,
23507,骤然,adj,1.0,1.0,PC,7,0,,,,,
23508,主犯,noun,1.0,1.0,NN,7,2,,,,,
23509,主流,noun,1.0,1.0,PD,3,0,,,,,
23510,嘱托,verb,1.0,1.0,PG,7,1,,,,,
23511,注视,verb,1.0,1.0,PD,7,1,,,,,
23512,专著,noun,1.0,1.0,PD,7,1,,,,,
23513,转运,noun,1.0,1.0,PA,8,1,,,,,
23514,装璜,verb,1.0,1.0,PD,7,1,,,,,
23515,撞见,verb,1.0,1.0,NI,7,2,,,,,
23516,追脏,verb,1.0,1.0,ND,7,1,,,,,
23517,准谱儿,noun,1.0,1.0,PG,8,1,,,,,
23518,强奸,verb,1.0,1.0,ND,9,2,,,,,
23519,抢先,verb,1.0,1.0,NI,5,0,,,,,
23520,乔迁,verb,1.0,1.0,PA,5,1,,,,,
23521,俏皮话,noun,2.0,1.0,PF,5,2,,,,,
23522,切切,verb,4.0,1.0,NJ,5,0,,,,,
23523,亲历,noun,1.0,1.0,PG,7,0,,,,,
23524,亲眼,verb,1.0,1.0,PG,7,0,,,,,
23525,亲族,noun,1.0,1.0,PG,5,0,,,,,
23526,倾心,noun,2.0,1.0,PB,7,1,,,,,
23527,情爱,noun,1.0,1.0,PA,7,0,,,,,
23528,穷忙,verb,1.0,1.0,NE,5,0,,,,,
23529,囚笼,noun,1.0,1.0,NC,7,0,,,,,
23530,求亲,verb,1.0,1.0,PA,7,0,,,,,
23531,屈挠,noun,1.0,1.0,NC,7,2,,,,,
23532,娶亲,verb,1.0,1.0,PA,7,0,,,,,
23533,耍贫嘴,verb,1.0,1.0,NE,5,2,,,,,
23534,爽快,adj,2.0,2.0,PB,5,1,,,,,
23535,亮晶晶,adj,1.0,1.0,PH,5,0,,,,,
23536,劣株,noun,1.0,1.0,NN,5,2,,,,,
23537,流落,verb,1.0,1.0,NB,5,0,,,,,
23538,珑玲,adj,2.0,2.0,PH,5,1,,,,,
23539,出毛病,noun,1.0,1.0,NE,5,2,,,,,
23540,摧枯折腐,idiom,1.0,1.0,PH,7,1,,,,,
23541,村夫俗子,idiom,1.0,1.0,NN,5,2,,,,,
23542,寸步难移,idiom,1.0,1.0,NB,5,2,,,,,
23543,搓手顿足,idiom,1.0,1.0,NE,5,2,,,,,
23545,打家截道,idiom,1.0,1.0,ND,5,2,,,,,
23546,大匠运斤,idiom,1.0,1.0,PH,5,1,,,,,
23547,大放厥辞,idiom,1.0,1.0,PH,5,1,,,,,
23548,大厦将颠,idiom,1.0,1.0,NI,7,2,,,,,
23549,大澈大悟,idiom,1.0,1.0,PH,5,1,,,,,
23550,代马望北,idiom,1.0,1.0,PF,5,0,,,,,
23551,待贾而沽,idiom,1.0,1.0,PH,5,1,,,,,
23552,戴清履浊,idiom,1.0,1.0,PH,5,1,,,,,
23553,丹凤朝阳,idiom,1.0,1.0,PH,5,1,,,,,
23555,胆大心粗,idiom,1.0,1.0,NN,5,2,,,,,
23556,胆壮气粗,idiom,1.0,1.0,PH,5,1,,,,,
23557,胆战心摇,idiom,1.0,1.0,NC,7,2,,,,,
23558,弹丸脱手,idiom,1.0,1.0,PH,5,1,,,,,
23559,党恶佑奸,idiom,1.0,1.0,NN,5,2,,,,,
23561,倒峡泻河,idiom,1.0,1.0,PH,5,1,,,,,
23562,悼心疾首,idiom,1.0,1.0,NB,9,0,,,,,
23564,道傍苦李,idiom,1.0,1.0,NN,5,2,,,,,
23565,道殣相望,idiom,1.0,1.0,NB,5,2,,,,,
23566,得不偿失,idiom,1.0,1.0,NJ,5,0,,,,,
23567,德音莫违,idiom,1.0,1.0,NN,5,2,,,,,
23568,敌惠敌怨,idiom,1.0,1.0,PH,5,1,,,,,
23569,砥砺廉隅,idiom,1.0,1.0,PH,5,1,,,,,
23570,雕章绘句,idiom,1.0,1.0,PH,5,1,,,,,
23571,雕虫篆刻,idiom,1.0,1.0,NN,5,2,,,,,
23572,调三惑四,idiom,1.0,1.0,NN,5,2,,,,,
23573,跌宕昭彰,idiom,1.0,1.0,PH,5,1,,,,,
23574,跌弹斑鸠,idiom,1.0,1.0,NB,5,2,,,,,
23575,丢三忘四,idiom,1.0,1.0,NN,5,2,,,,,
23576,东支西吾,idiom,1.0,1.0,NN,5,2,,,,,
23577,东床娇客,idiom,1.0,1.0,PB,5,1,,,,,
23578,东劳西燕,idiom,1.0,1.0,NB,5,0,,,,,
23579,东播西流,idiom,1.0,1.0,NB,5,0,,,,,
23580,桃色,adj,2.0,1.0,ND,5,2,,,,,
23581,惕励,verb,1.0,1.0,NC,7,2,,,,,
23582,天趣,noun,1.0,1.0,PA,5,1,,,,,
23583,恬适,adj,1.0,1.0,PE,9,1,,,,,
23585,据高临下,adj,1.0,1.0,NN,5,2,,,,,
23586,踞炉炭上,adj,1.0,1.0,NI,7,2,,,,,
23587,镌脾琢肾,adj,1.0,1.0,PB,1,1,,,,,
23588,决一死战,adj,1.0,1.0,,3,2,,,,,
23589,抉目胥门,adj,1.0,1.0,ND,7,2,,,,,
23590,嚼铁咀金,adj,1.0,1.0,PH,3,1,,,,,
23591,君圣臣贤,adj,1.0,1.0,PH,7,1,,,,,
23592,开心见肠,adj,1.0,1.0,PH,7,1,,,,,
23593,开眉展眼,adj,1.0,1.0,PA,7,1,,,,,
23594,咳珠唾玉,adj,1.0,1.0,PH,7,1,,,,,
23595,克爱克威,adj,1.0,1.0,PH,5,1,,,,,
23596,溘先朝露,adj,1.0,1.0,NB,9,2,,,,,
23597,口不择言,adj,1.0,1.0,NN,5,2,,,,,
23598,口角生风,adj,1.0,1.0,PH,7,1,,,,,
23599,口坠天花,adj,1.0,1.0,NN,5,2,,,,,
23600,枯枝再春,adj,1.0,1.0,PA,7,1,,,,,
23601,枯脑焦心,adj,1.0,1.0,NI,3,2,,,,,
23603,快刀斩乱丝,adj,1.0,1.0,PH,7,1,,,,,
23605,匡乱反正,adj,1.0,1.0,PE,5,1,,,,,
23606,狂轰滥炸,adj,1.0,1.0,,9,2,,,,,
23607,困心衡虑,adj,1.0,1.0,NI,5,2,,,,,
23608,来日大难,adj,1.0,1.0,NB,7,2,,,,,
23609,览闻辩见,adj,1.0,1.0,PH,7,1,,,,,
23610,烂额焦头,adj,1.0,1.0,NC,7,2,,,,,
23611,狼奔鼠偷,adj,1.0,1.0,ND,5,2,,,,,
23612,狼号鬼哭,adj,1.0,1.0,NB,9,2,,,,,
23613,狼顾鸢视,adj,1.0,1.0,,5,2,,,,,
23614,劳心焦思,adj,1.0,1.0,NI,7,2,,,,,
23616,乐此不倦,adj,1.0,1.0,PB,9,1,,,,,
23617,乐极则悲,adj,1.0,1.0,NB,5,2,,,,,
23618,乐道安命,adj,1.0,1.0,PE,5,1,,,,,
23619,乐尽悲来,adj,1.0,1.0,NB,5,2,,,,,
23620,磊浪不羁,adj,1.0,1.0,PE,7,1,,,,,
23621,冷心冷面,adj,1.0,1.0,ND,1,1,,,,,
23622,楞头呆脑,adj,1.0,1.0,NN,5,2,,,,,
23623,离合悲欢,adj,1.0,1.0,NB,7,2,,,,,
23624,离蔬释蹻,adj,1.0,1.0,PA,7,1,,,,,
23625,李广未封,adj,1.0,1.0,NB,7,2,,,,,
23626,历井扪天,adj,1.0,1.0,PH,9,1,,,,,
23627,沥血叩心,adj,1.0,1.0,PG,5,1,,,,,
23628,丽句清词,adj,1.0,1.0,PH,3,1,,,,,
23629,詈夷为跖,adj,1.0,1.0,NN,5,2,,,,,
23630,连枝共冢,adj,1.0,1.0,PH,7,1,,,,,
23631,连昏达曙,adj,1.0,1.0,NB,5,2,,,,,
23632,连篇累册,adj,1.0,1.0,NN,3,2,,,,,
23633,连舆并席,adj,1.0,1.0,PG,5,1,,,,,
23634,怜新厌旧,adj,1.0,1.0,NN,5,2,,,,,
23635,脸青鼻肿,adj,1.0,1.0,NB,7,2,,,,,
23636,恋酒贪花,adj,1.0,1.0,NN,5,2,,,,,
23637,两世为人,adj,1.0,1.0,PA,5,1,,,,,
23638,两道三科,adj,1.0,1.0,NN,7,2,,,,,
23639,量己审分,adj,1.0,1.0,PG,3,1,,,,,
23640,修心养性,adj,1.0,1.0,PE,5,1,,,,,
23641,斤斤自守,adj,1.0,1.0,NC,5,2,,,,,
23642,三思而行,adj,1.0,1.0,PE,1,1,,,,,
23643,不忮不求,adj,1.0,1.0,PE,5,1,,,,,
23644,修身洁行,adj,1.0,1.0,PH,5,1,,,,,
23645,修桥补路,adj,1.0,1.0,PH,7,1,,,,,
23646,宵衣旰食,adj,1.0,1.0,PH,5,1,,,,,
23647,争分夺秒,adj,1.0,1.0,PH,3,1,,,,,
23648,死不瞑目,adj,1.0,1.0,NJ,7,1,,,,,
23649,信赏必罚,adj,1.0,1.0,PH,7,1,,,,,
23650,于心何忍,adj,1.0,1.0,NJ,5,2,,,,,
23651,情怨理遣,adj,1.0,1.0,,5,2,,,,,
23652,菩萨低眉,adj,1.0,1.0,PH,5,1,,,,,
23653,一德一心,adj,1.0,1.0,PG,7,1,,,,,
23654,有福同享,adj,1.0,1.0,PG,5,1,,,,,
23655,五言长城,adj,1.0,1.0,PH,7,1,,,,,
23656,药笼中物,adj,1.0,1.0,PH,7,1,,,,,
23657,举无遗策,adj,1.0,1.0,PH,7,1,,,,,
23658,见机行事,adj,1.0,1.0,PH,5,1,,,,,
23659,搏大精深,adj,1.0,1.0,PH,9,1,,,,,
23661,身经百战,adj,1.0,1.0,PH,7,1,,,,,
23662,巧取豪夺,adj,1.0,1.0,PH,5,1,,,,,
23663,引绳批根,adj,1.0,1.0,NN,5,2,,,,,
23664,瘦瘠,adj,2.0,2.0,NJ,5,2,,,,,
23665,耍笑,verb,2.0,2.0,NN,5,2,,,,,
23666,无与比伦,idiom,1.0,1.0,PH,7,1,,,,,
23667,舞文巧诋,idiom,1.0,1.0,NN,7,2,,,,,
23668,析交离亲,idiom,1.0,1.0,NN,5,2,,,,,
23670,嘻皮涎脸,idiom,1.0,1.0,NN,7,2,,,,,
23671,洗手奉公,idiom,1.0,1.0,PH,5,1,,,,,
23672,徙薪曲突,idiom,1.0,1.0,PH,5,1,,,,,
23673,霞明玉映,idiom,1.0,1.0,PH,7,1,,,,,
23674,鲜衣美食,idiom,1.0,1.0,NN,5,2,,,,,
23675,闲言冷语,idiom,1.0,1.0,NN,5,2,,,,,
23676,贤妻良母,idiom,1.0,1.0,PH,7,1,,,,,
23677,涎脸餳眼,idiom,1.0,1.0,NN,5,2,,,,,
23678,显山露水,idiom,1.0,1.0,PH,5,1,,,,,
23679,埳井之蛙,idiom,1.0,1.0,NN,3,2,,,,,
23680,香草美人,idiom,1.0,1.0,PH,5,1,,,,,
23681,像心称意,idiom,1.0,1.0,PE,7,1,,,,,
23683,销魂荡魄,idiom,1.0,1.0,NC,7,0,,,,,
23684,孝子慈孙,idiom,1.0,1.0,PH,7,1,,,,,
23685,胁不沾席,idiom,1.0,1.0,PH,7,1,,,,,
23686,心忙意急,idiom,1.0,1.0,NI,5,1,,,,,
23687,心如寒灰,idiom,1.0,1.0,NJ,7,0,,,,,
23688,心孤意怯,idiom,1.0,1.0,NI,5,0,,,,,
23689,心术不端,idiom,1.0,1.0,NN,7,2,,,,,
23690,心劳意冗,idiom,1.0,1.0,NI,7,2,,,,,
23691,心烦意冗,idiom,1.0,1.0,NE,7,2,,,,,
23692,心头鹿撞,idiom,1.0,1.0,NI,7,2,,,,,
23693,心惊胆落,idiom,1.0,1.0,NC,9,2,,,,,
23694,新愁旧恨,idiom,1.0,1.0,ND,9,2,,,,,
23695,空喊,verb,1.0,1.0,NN,5,2,,,,,
23696,魁伟,adj,1.0,1.0,PH,9,1,,,,,
23697,苦境,noun,1.0,1.0,NE,7,1,,,,,
23698,亏蚀,verb,3.0,2.0,NB,5,1,,,,,
23699,困守,verb,1.0,1.0,PD,7,1,,,,,
23700,披肝沥血,idiom,1.0,1.0,PH,5,1,,,,,
23702,片接寸附,idiom,1.0,1.0,NJ,1,2,,,,,
23704,迫於眉睫,idiom,1.0,1.0,NI,1,0,,,,,
23705,破琴绝弦,idiom,1.0,1.0,NJ,3,0,,,,,
23706,剖肝泣血,idiom,1.0,1.0,PD,3,1,,,,,
23707,七行俱下,idiom,1.0,1.0,PH,3,1,,,,,
23708,七捞八攘,idiom,1.0,1.0,PF,3,2,,,,,
23709,祁奚之荐,idiom,1.0,1.0,PG,3,1,,,,,
23710,崎嵚历落,idiom,1.0,1.0,PH,5,1,,,,,
23712,綦谿利跂,idiom,1.0,1.0,NN,5,2,,,,,
23713,杞人之忧,idiom,1.0,1.0,PF,5,2,,,,,
23714,气吞虹蜺,idiom,1.0,1.0,PH,5,1,,,,,
23715,气义相投,idiom,1.0,1.0,PB,5,1,,,,,
23716,弃甲负弩,idiom,1.0,1.0,NJ,3,2,,,,,
23717,弃恶从善,idiom,1.0,1.0,PH,5,1,,,,,
23718,砌红堆绿,idiom,1.0,1.0,PB,5,1,,,,,
23719,千刀万剐,idiom,1.0,1.0,ND,7,2,,,,,
23721,千伶百俐,idiom,1.0,1.0,PB,9,1,,,,,
23722,千金敝帚,idiom,1.0,1.0,PB,7,1,,,,,
23723,千条万缕,idiom,1.0,1.0,PF,9,0,,,,,
23724,千绪万端,idiom,1.0,1.0,PF,9,0,,,,,
23725,牵肠割肚,idiom,1.0,1.0,PF,9,0,,,,,
23726,前跋后疐,idiom,1.0,1.0,NC,7,0,,,,,
23727,潜休隐德,idiom,1.0,1.0,PD,7,1,,,,,
23729,彩礼,noun,1.0,1.0,PB,7,1,,,,,
23730,揖让,verb,1.0,1.0,PH,7,1,,,,,
23731,艺术性,adj,1.0,1.0,PH,9,1,,,,,
23732,荫庇,verb,1.0,1.0,PD,3,1,,,,,
23733,应名儿,verb,2.0,1.0,NN,5,2,,,,,
23734,遇合,verb,2.0,1.0,PA,5,1,,,,,
23735,元气,noun,1.0,1.0,PB,5,1,,,,,
23736,园丁,noun,1.0,1.0,PD,7,1,,,,,
23737,远见,noun,1.0,1.0,PH,7,1,,,,,
23738,岳母,noun,1.0,1.0,PD,7,1,,,,,
23739,陨获,verb,1.0,1.0,NB,7,2,,,,,
23740,晕船,verb,1.0,1.0,NE,5,2,,,,,
23741,灾星,noun,1.0,1.0,NN,9,2,,,,,
23742,赞礼,noun,1.0,1.0,PH,7,1,,,,,
23743,糟踏,verb,2.0,1.0,ND,9,2,,,,,
23744,增光,verb,1.0,1.0,PA,7,1,,,,,
23745,畅通无阻,idiom,1.0,1.0,PA,7,1,,,,,
23746,以汤沃雪,idiom,1.0,1.0,PA,7,1,,,,,
23747,虎尾春冰,idiom,1.0,1.0,NC,7,2,,,,,
23748,四郊多垒,idiom,1.0,1.0,NC,7,2,,,,,
23749,羊入虎群,idiom,1.0,1.0,NC,7,2,,,,,
23750,有凤来仪,idiom,1.0,1.0,PA,7,1,,,,,
23751,腹心之疾,idiom,1.0,1.0,NI,7,2,,,,,
23753,似是而非,idiom,1.0,1.0,NN,7,2,,,,,
23755,地平天成,idiom,1.0,1.0,PH,7,1,,,,,
23756,事在人为,idiom,1.0,1.0,PG,7,1,,,,,
23757,多藏厚亡,idiom,1.0,1.0,NN,7,2,,,,,
23758,花残月缺,idiom,1.0,1.0,NB,7,2,,,,,
23759,折戟沉沙,idiom,1.0,1.0,NB,7,2,,,,,
23760,桃花潭水,idiom,1.0,1.0,PH,7,1,,,,,
23761,非意相干,idiom,1.0,1.0,NH,5,2,,,,,
23762,视同路人,idiom,1.0,1.0,NN,7,2,,,,,
23763,吃里爬外　,idiom,1.0,1.0,NN,7,2,,,,,
23764,酒食征逐　,idiom,1.0,1.0,NN,5,2,,,,,
23765,如鱼得水　,idiom,1.0,1.0,PA,7,1,,,,,
23766,五鬼闹判　,idiom,1.0,1.0,NB,5,2,,,,,
23768,蓬荜生辉　,idiom,1.0,1.0,PH,7,1,,,,,
23769,熊罴入梦　,idiom,1.0,1.0,PA,7,1,,,,,
23770,竹苞松茂　,idiom,1.0,1.0,PA,7,1,,,,,
23771,旭日东升,idiom,1.0,1.0,PA,5,1,,,,,
23772,天末凉风,idiom,1.0,1.0,NB,7,2,,,,,
23773,月黑风高,idiom,1.0,1.0,NC,7,2,,,,,
23774,千里迢迢,idiom,1.0,1.0,NB,7,2,,,,,
23775,青山绿水,idiom,1.0,1.0,PH,7,1,,,,,
23776,炮火连天,idiom,1.0,1.0,NC,7,2,,,,,
23777,吉光片羽,idiom,1.0,1.0,PA,9,1,,,,,
23778,调和鼎鼐,idiom,1.0,1.0,PH,7,1,,,,,
23779,荆山之玉,idiom,1.0,1.0,PH,7,1,,,,,
23780,寿山福海,idiom,1.0,1.0,PH,9,1,,,,,
23781,仙山琼阁,idiom,1.0,1.0,NN,7,2,,,,,
23782,吉日良辰,idiom,1.0,1.0,PA,7,1,,,,,
23783,泯灭,verb,1.0,1.0,NN,5,2,,,,,
23784,名胜,noun,1.0,1.0,PH,7,1,,,,,
23785,名著,noun,1.0,1.0,PH,7,1,,,,,
23786,魔障,noun,1.0,1.0,ND,5,2,,,,,
23787,拿架子,verb,1.0,1.0,NN,5,2,,,,,
23788,哀思如潮,idiom,1.0,1.0,NB,9,0,,,,,
23789,爱素好古,idiom,1.0,1.0,PB,5,1,,,,,
23790,爱生恶死,idiom,1.0,1.0,PB,5,0,,,,,
23791,安常习故,idiom,1.0,1.0,PB,5,0,,,,,
23792,安国富民,idiom,1.0,1.0,PE,5,1,,,,,
23793,安心定志,idiom,1.0,1.0,PE,5,1,,,,,
23794,安于一隅,idiom,1.0,1.0,PE,5,1,,,,,
23795,岸然道貌,idiom,1.0,1.0,NN,5,2,,,,,
23796,暗气暗恼,idiom,1.0,1.0,,5,0,,,,,
23797,昂首天外,idiom,1.0,1.0,NN,5,2,,,,,
23798,傲慢不逊,idiom,1.0,1.0,NN,5,2,,,,,
23799,傲头傲脑,idiom,1.0,1.0,NN,5,2,,,,,
23800,鳌里夺尊,idiom,1.0,1.0,PH,5,1,,,,,
23801,八面驶风,idiom,1.0,1.0,PH,5,0,,,,,
23802,拔山举鼎,idiom,1.0,1.0,PH,5,1,,,,,
23804,霸道横行,idiom,1.0,1.0,NN,5,2,,,,,
23805,白驹空谷,idiom,1.0,1.0,NJ,5,0,,,,,
23806,白眼相看,idiom,1.0,1.0,ND,5,1,,,,,
23807,百堵皆作,idiom,1.0,1.0,PH,5,1,,,,,
23808,百家争鸣,idiom,1.0,1.0,PH,5,1,,,,,
23809,百岁千秋,idiom,1.0,1.0,PH,5,1,,,,,
23810,败材伤锦,idiom,1.0,1.0,NN,5,2,,,,,
23811,拜赐之师,idiom,1.0,1.0,NN,5,2,,,,,
23812,半身不遂,idiom,2.0,2.0,NN,5,2,,,,,
23813,徬徨失措,idiom,1.0,1.0,NI,5,2,,,,,
23814,饱暖思淫欲,idiom,1.0,1.0,NN,5,2,,,,,
23815,抱诚守真,idiom,1.0,1.0,PH,5,1,,,,,
23816,抱头大哭,idiom,1.0,1.0,NB,5,0,,,,,
23817,暴内陵外,idiom,1.0,1.0,ND,5,2,,,,,
23818,杯中蛇影,idiom,1.0,1.0,NC,5,2,,,,,
23819,悲愁垂涕,idiom,1.0,1.0,NB,5,0,,,,,
23820,背公向私,idiom,1.0,1.0,NN,5,2,,,,,
23821,背暗投明,idiom,1.0,1.0,PH,5,1,,,,,
23822,备位充数,idiom,1.0,1.0,NN,5,2,,,,,
23823,逼良为娼,idiom,1.0,1.0,ND,5,2,,,,,
23824,殉葬,noun,1.0,1.0,NB,5,0,,,,,
23825,眼福,noun,1.0,1.0,PB,5,0,,,,,
23826,志骄气盈,idiom,1.0,1.0,NN,7,2,,,,,
23827,治丝而棼,idiom,2.0,2.0,NJ,5,2,,,,,
23828,陟罚臧否,idiom,1.0,1.0,PH,5,0,,,,,
23829,智尽能索,idiom,1.0,1.0,NL,5,2,,,,,
23830,智勇兼全,idiom,1.0,1.0,PD,5,1,,,,,
23832,中冓之言,idiom,2.0,2.0,ND,5,0,,,,,
23833,忠言逆耳,idiom,1.0,1.0,PE,5,1,,,,,
23834,钟鸣鼎重,idiom,2.0,2.0,PD,5,0,,,,,
